name,facts,description,icon,type,weapon_type,professions,slot,flags,id,chat_link
Darkrazor's Daring,"Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|600|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|12|StunBreak|StunBreak|https://render.guildwars2.com/file/DCF0719729165FD8910E034CA4E0780F90582D15/156654.png|true|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Duration|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|6|Daze|Time|https://render.guildwars2.com/file/9AE125E930C92FEA0DD99E7EBAEDE4CF5EC556B6/433474.png|0|Interval|Time|https://render.guildwars2.com/file/B75E91EB22E0DFCC1D08030204055946506D56F6/1770206.png|1|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|360|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|6|0.23|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/3D3A1C2D6D791C05179AB871902D28782C65C244/415959.png|1|Stability|Cannot be knocked down, pushed back, pulled, launched, stunned, dazed, floated, sunk, feared, or taunted.|1",Legendary Renegade. Summon Kus Darkrazor to disrupt your enemies.,https://render.guildwars2.com/file/0068FF1E08D9DC9D99097A69B82E9B50D8DB5BE6/1770604.png,Utility,None,Revenant,Utility,"GroundTargeted,NoUnderwater",41220,[&BgShAAA=]
Giant Stomp,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|480|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|3,An area melee attack.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,41247,[&Bh+hAAA=]
Boon Crusher,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|8|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|2|0.25|Boons Removed|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/397A613651BFCA2832B6469CE34735580A2C120E/102844.png|1|Immobile|Unable to move; stacks duration.|2|Unblockable|NoData|https://render.guildwars2.com/file/BA65F2F5A073EB4BCC79085916B978DC0B096A0B/2248876.png,"Burst. Strike your foe and remove boons. Stunned, dazed, or knocked-down foes are immobilized.",https://render.guildwars2.com/file/2A3BE6097D4CFEA26CFAD92E450ACE47EB2A5996/1770648.png,Profession,None,Warrior,Profession_2,NoUnderwater,41283,[&BkOhAAA=]
Citadel Bombardment,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|900|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|15|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.6|Ordnance Count|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|10|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/B47BF5803FED2718D7474EAF9617629AD068EE10/102849.png|1|Burning|Deals damage every second; stacks intensity.|1,"Citadel Order. Open a portal through the mists of time, unleashing a storm of artillery from the united legions.",https://render.guildwars2.com/file/A7C2C720C5ABE5AAB00EF0EA0318DA3B38FC981E/1770593.png,Profession,None,Revenant,Profession_3,,41294,[&Bk6hAAA=]
Phantasmal Seeking Axe,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|200|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.4|Seek Range|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|480|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/10BABF2708CA3575730AC662A2E72EC292565B08/598887.png|5|Torment|Deals damage every second. Deals additional damage to foes that aren't moving. Stacks intensity.|1,"Release a phantasmal axe that seeks out a target after a delay, inflicting conditions.",https://render.guildwars2.com/file/3999015BF80BA211F8AD463C50BEBD0826DC1D12/1769956.png,,,,,,41324,[&BmyhAAA=]
Unhindered Delivery,"Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|450|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|1|StunBreak|StunBreak|https://render.guildwars2.com/file/DCF0719729165FD8910E034CA4E0780F90582D15/156654.png|true|Number of Allied Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Charge Recovery|Time|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|25|Charge Time|Time|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|25|Charge Time|Time|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|45|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/D104A6B9344A2E2096424A3C300E46BC2926E4D7/2440718.png|8|Resolution|Incoming condition damage decreased by 33%; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/3D3A1C2D6D791C05179AB871902D28782C65C244/415959.png|8|Stability|Cannot be knocked down, pushed back, pulled, launched, stunned, dazed, floated, sunk, feared, or taunted.|5|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/20CFC14967E67F7A3FD4A4B8722B4CF5B8565E11/102836.png|5|Swiftness|Movement speed increased by 33%; stacks duration.|1|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|180","Final Charge.Your whispers guard your allies, stabilizing and breaking stuns on them while weakening enemies.",https://render.guildwars2.com/file/0E95796B56EC95DD4514457CDA50E962991E0D28/1770462.png,Elite,None,Guardian,Elite,,41328,[&BnChAAA=]
Forceful Shot,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|1200|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|8|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|2.25|Pierces|NoData|https://render.guildwars2.com/file/F833590B593E0C2D4948DFFE9951B91655250052/1770207.png|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|100|Projectile,Burst. Fire a forceful shot. Damage increases with adrenaline level.,https://render.guildwars2.com/file/7F72FA15CA1A5FBC94CE910E3AC958E0E705F30E/103788.png,Profession,Speargun,Warrior,Profession_1,,41330,[&BnKhAAA=]
Mercy,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|30|StunBreak|StunBreak|https://render.guildwars2.com/file/DCF0719729165FD8910E034CA4E0780F90582D15/156654.png|true|Initiative|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|3|Initiative per Malice|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|1,"Cantrip. Lose all malice, instantly refresh Deadeye's Mark, and gain initiative. Gain additional initiative for each stack of malice you had prior to using this skill.",https://render.guildwars2.com/file/120BA65D429AC57ECAED3BEAAFCF7C9E3D356DDD/1770635.png,Utility,None,Thief,Utility,,41372,[&BpyhAAA=]
Stow Tome,,Stow your tome.,https://render.guildwars2.com/file/7342BF326738A4C5132F42CE0915D3A2184E52FB/60975.png,Profession,None,Guardian,Profession_1,,41380,[&BqShAAA=]
Maul,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|12|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|2|1.1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/79FF0046A5F9ADA3B4C4EC19ADB4CB124D5F0021/102848.png|6|Bleeding|Deals damage every second; stacks intensity.|2,Maul your foes and make them bleed.,https://render.guildwars2.com/file/24073F5A0566ABE32DFB74204E9FA01025D85D71/104055.png,Profession,None,Ranger,Profession_1,NoUnderwater,41406,[&Br6hAAA=]
Brutal Aim,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|1200|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.75|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/3A394C1A0A3257EB27A44842DDEEF0DF000E1241/102850.png|6|Vulnerability|Damage and condition damage taken are increased; stacks intensity.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/3A394C1A0A3257EB27A44842DDEEF0DF000E1241/102850.png|6|Vulnerability|Damage and condition damage taken are increased; stacks intensity.|1|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|20|Projectile,Fire a shot that inflicts vulnerability on your target. Applies additional vulnerability when used against your marked target.,https://render.guildwars2.com/file/03A49460B608436CF3B0072F2E4129F11ABB3DE8/1770622.png,Weapon,Rifle,Thief,Weapon_1,NoUnderwater,41422,[&Bs6hAAA=]
Devourer Retreat,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|15|Distance|Distance|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|300,Retreat by tunneling through the ground.,https://render.guildwars2.com/file/70BE910B2E6366126B9B9F9C91F227CF9D73E99A/103564.png,Profession,None,Ranger,Profession_2,,41461,[&BvWhAAA=]
Restoring Reprieve,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|450|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|1|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|180|Number of Allied Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/CD77D1FAB7B270223538A8F8ECDA1CFB044D65F4/102834.png|2|Protection|Incoming strike damage decreased by 33%; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/D104A6B9344A2E2096424A3C300E46BC2926E4D7/2440718.png|2|Resolution|Incoming condition damage decreased by 33%; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/DFB4D1B50AE4D6A275B349E15B179261EE3EB0AF/102854.png|2|Aegis|Block the next incoming attack; stacks duration.|1|Self-Heal|AttributeAdjust|https://render.guildwars2.com/file/D4347C52157B040943051D7E09DEAD7AF63D4378/156662.png|1478|Healing|Self-Heal|AttributeAdjust|https://render.guildwars2.com/file/D4347C52157B040943051D7E09DEAD7AF63D4378/156662.png|199|Healing|Charge Recovery|Time|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|10|Charge Recovery|Time|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|12,Gain health. Grant boons to yourself and allies in front of and around you.,https://render.guildwars2.com/file/F55B77232407D35E7C03CB6C7B1B199C776B7BB1/1770464.png,Heal,None,Guardian,Heal,,41475,[&BgOiAAA=]
Skirmisher's Shot,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|1200|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/070325E519C178D502A8160523766070D30C0C19/102838.png|4|Crippled|Movement speed decreased by 50%; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/20CFC14967E67F7A3FD4A4B8722B4CF5B8565E11/102836.png|6|Swiftness|Movement speed increased by 33%; stacks duration.|1|Pierces|NoData|https://render.guildwars2.com/file/F833590B593E0C2D4948DFFE9951B91655250052/1770207.png|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|100|Projectile,Fire a bullet that inflicts conditions on your target and grants you a boon.,https://render.guildwars2.com/file/C4CB4C106624CE97BDDB0F44E1C2B2E1E1DA3337/1770625.png,Weapon,Rifle,Thief,Weapon_2,NoUnderwater,41494,[&BhaiAAA=]
Citadel Bombardment,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|900|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|15|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.226|Ordnance Count|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|10|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/B47BF5803FED2718D7474EAF9617629AD068EE10/102849.png|1|Burning|Deals damage every second; stacks intensity.|1|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|360|Targets per Ordnance|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|3,"Citadel Order. Open a portal through the mists of time, unleashing a storm of artillery from the united legions.",https://render.guildwars2.com/file/A7C2C720C5ABE5AAB00EF0EA0318DA3B38FC981E/1770593.png,,,,,,41513,[&BimiAAA=]
Kick,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|270|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|8|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.94|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/3A394C1A0A3257EB27A44842DDEEF0DF000E1241/102850.png|6|Vulnerability|Damage and condition damage taken are increased; stacks intensity.|3|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|3,Kick your enemy.,https://render.guildwars2.com/file/2ADAEF05DE5D0F031ACE310DB425E01CE7180416/1770575.png,Profession,None,Ranger,Profession_1,NoUnderwater,41524,[&BjSiAAA=]
Chomp,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|10|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.65|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|3|Heal per Hit|AttributeAdjust|https://render.guildwars2.com/file/D4347C52157B040943051D7E09DEAD7AF63D4378/156662.png|965|Healing,Bite a foe and gain health.,https://render.guildwars2.com/file/B2BF7C5345F094BA02D83575BC4DB8A0B9DCB490/103595.png,Profession,None,Ranger,Profession_1,,41537,[&BkGiAAA=]
Wounding Strike,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|8|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.5|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/79FF0046A5F9ADA3B4C4EC19ADB4CB124D5F0021/102848.png|8|Bleeding|Deals damage every second; stacks intensity.|2|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/79FF0046A5F9ADA3B4C4EC19ADB4CB124D5F0021/102848.png|5|Bleeding|Deals damage every second; stacks intensity.|3|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/10BABF2708CA3575730AC662A2E72EC292565B08/598887.png|8|Torment|Deals damage every second. Deals additional damage to foes that aren't moving. Stacks intensity.|5,"Burst. Strike your foe, inflicting bleeding. If you hit a foe using a skill, additional bleeding and torment are inflicted.",https://render.guildwars2.com/file/2A3BE6097D4CFEA26CFAD92E450ACE47EB2A5996/1770648.png,Profession,None,Warrior,Profession_2,NoUnderwater,41543,[&BkeiAAA=]
Shield of the Avenger,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|900|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|1|Dome Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|180|Explosion Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|360|Duration|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|5|Count Recharge|Time|https://render.guildwars2.com/file/AAB7C5387A08367C2F023F19FEE70E1556AD4375/1770202.png|25|Casts|Number|https://render.guildwars2.com/file/B4490FB81AA1E7C06F1B22056AE09A0F54CBE2C4/1770201.png|3|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.5|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/6CB0E64AF9AA292E332A38C1770CE577E2CDE0E8/102853.png|6|Weakness|Endurance regeneration decreased by 50%. 50% of hits are Glancing Blows (50% damage). Stacks duration.|1|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,"Spirit Weapon. Command the Shield of the Avenger to form a protective dome, and then shatter, flying out to weaken nearby foes.",https://render.guildwars2.com/file/CFBE4110635CD25B68EE194E7DBE25166DAAA197/103673.png,Utility,None,Guardian,Utility,GroundTargeted,41571,[&BmOiAAA=]
Tail Swipe,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|225|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|15|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1.1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/6CB0E64AF9AA292E332A38C1770CE577E2CDE0E8/102853.png|5|Weakness|Endurance regeneration decreased by 50%. 50% of hits are Glancing Blows (50% damage). Stacks duration.|1|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|100|Blast,Attack all surrounding foes with a tail swipe.,https://render.guildwars2.com/file/150DEE60799B04CF20A66DE020A81DA7D4D139A4/103596.png,Profession,None,Ranger,Profession_2,,41575,[&BmeiAAA=]
Orbital Command Strike,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|1500|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|360|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1.92|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Unblockable|NoData|https://render.guildwars2.com/file/BA65F2F5A073EB4BCC79085916B978DC0B096A0B/2248876.png|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|100|Blast,Call down energy from the sky to blast an area.,https://render.guildwars2.com/file/99CFD7B1B200DCC508172BC8A3C2EE970C06493E/1012854.png,,,,,,41612,[&BoyiAAA=]
Serpent Siphon,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|900|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|20|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/559B0AF9FB5E1243D2649FAAE660CCB338AACC19/102840.png|10|Poisoned|Deals damage every second; decreases healing effectiveness by 33%; damage stacks intensity.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/10BABF2708CA3575730AC662A2E72EC292565B08/598887.png|8|Torment|Deals damage every second. Deals additional damage to foes that aren't moving. Stacks intensity.|3|Boons Converted to Conditions|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|1|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Barrier|AttributeAdjust|https://render.guildwars2.com/file/357922487919E8E84B914EAC13D5796DDDC42D14/1770209.png|1295|Healing|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/DFB4D1B50AE4D6A275B349E15B179261EE3EB0AF/102854.png|5|Aegis|Block the next incoming attack; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/F69996772B9E18FD18AD0AABAB25D7E3FC42F261/102835.png|9|Regeneration|Gain health every second; stacks duration.|1,"Punishment. Unleash a ghostly serpent toward a targeted area. Upon arriving, the serpent will burst into sand, granting barrier and boons to nearby allies and poisoning enemies. Convert a boon from struck enemies into torment.",https://render.guildwars2.com/file/BFA50C4A02B565C5945562397CC3BEEFA11080C8/1770545.png,Utility,None,Necromancer,Utility,"GroundTargeted,NoUnderwater",41615,[&Bo+iAAA=]
Flash Cutter—Storm,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|600|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|2|0.8|Heat Gained|Percent|https://render.guildwars2.com/file/1BA1F3645206FB4BE92C5AD6326054250DC7D0DB/1770205.png|3|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|3|Explosion|NoData|https://render.guildwars2.com/file/450630987A0566D4A7A491EDA4DCDF57D9396854/1770203.png|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|180|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|20|Projectile,Fire two light blades in quick succession.,https://render.guildwars2.com/file/EF04A72D9336FE56EC730E460C114CAD2B04080E/1770400.png,Weapon,None,Engineer,Downed_1,,41684,[&BtSiAAA=]
Plasmic Strike,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|1200|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|12|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1.33|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/3A394C1A0A3257EB27A44842DDEEF0DF000E1241/102850.png|5|Vulnerability|Damage and condition damage taken are increased; stacks intensity.|5|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240,"Quickly heat the area around your enemy, melting defenses.",https://render.guildwars2.com/file/5DC89823F8B42B113BF6070DE4DFFA6FD2D86E6C/1770383.png,Weapon,Trident,Elementalist,Weapon_3,,41712,[&BvCiAAA=]
Mantra of Solace,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|24|Number of Casts|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|3,"Mantra. Prepare to heal yourself and grant boons to allies. 
The final charge of this skill is more powerful.",https://render.guildwars2.com/file/9E64514AF3280620040C0DBC61A7AABB0F765E54/1770463.png,Heal,None,Guardian,Heal,,41714,[&BvKiAAA=]
Screech,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|250|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|30|Daze|Time|https://render.guildwars2.com/file/9AE125E930C92FEA0DD99E7EBAEDE4CF5EC556B6/433474.png|2,Damage and Daze enemies with a powerful screech.,https://render.guildwars2.com/file/103BC1F43615CD02E416E04100022EB0AAEDD618/103238.png,,,,,,41721,[&BvmiAAA=]
Whirling Strike,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|150|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|8|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1.5|Stun|Time|https://render.guildwars2.com/file/1999B9DB355005D2DD19F66DFFBAA6D466057508/522727.png|1|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|100|Whirl,"Burst. Strike all foes around you, stunning them. Effect increases with adrenaline level.",https://render.guildwars2.com/file/9155F7470CC1E4010E56AC53B3445CDA243A050F/102981.png,Profession,Spear,Warrior,Profession_1,,41746,[&BhKjAAA=]
Tome of Resolve,Apply Buff/Condition|Buff|https://render.guildwars2.com/file/E206770FD62BB63B71F56209F34BF99392BADF9E/1770478.png|0|Tome of Resolve|Regenerate health.|1,"Virtue: Regenerate health.
Activate: Draw forth an enchanted tome that recounts the trials undergone by the people of Vabbi.",https://render.guildwars2.com/file/E206770FD62BB63B71F56209F34BF99392BADF9E/1770478.png,Profession,None,Guardian,Profession_2,,41780,[&BjSjAAA=]
